name,price,info
არაყი Air - 1L,"35,80 ₾",ბრენდიAir წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე ალკ. შემცველობა40% მოცულობა1
არაყი Air - 1L,"35,80 ₾",ბრენდიAir წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე ალკ. შემცველობა40% მოცულობა1
"Danzka, მოცხარის არაყი - 1L","42,90 ₾",ბრენდიDanzka წარმოშობადანია ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიკენკროვანი ხილი გემომოცხარი ალკ. შემცველობა40% მოცულობა1
"Danzka, მოცხარის არაყი - 1L","42,90 ₾",ბრენდიDanzka წარმოშობადანია ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიკენკროვანი ხილი გემომოცხარი ალკ. შემცველობა40% მოცულობა1
"Nemiroff, ხორბლის არაყი -1L","34,70 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიდელიკატური, ხორბალი გემოდელიკატური, ხორბალი ალკ. შემცველობა40% მოცულობა1"
"Nemiroff, ხორბლის არაყი -1L","34,70 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიდელიკატური, ხორბალი გემოდელიკატური, ხორბალი ალკ. შემცველობა40% მოცულობა1"
"Nemiroff Osobaya, ხორბლის არაყი - 0.7L","12,50 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიყვავილოვანი, ხორბალი გემოყვავილოვანი, ხორბალი ალკ. შემცველობა40% მოცულობა0.7"
"Nemiroff Osobaya, ხორბლის არაყი - 0.7L","12,50 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიყვავილოვანი, ხორბალი გემოყვავილოვანი, ხორბალი ალკ. შემცველობა40% მოცულობა0.7"
"არაყი Smirnoff, წითელი - 0.5L","26,90 ₾","ბრენდიSmirnoff წარმოშობაინგლისი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოკლასიკური არაყი,რბილი, სასიამოვნო ალკ. შემცველობა40% მოცულობა0.5"
"არაყი Smirnoff, წითელი - 0.5L","26,90 ₾","ბრენდიSmirnoff წარმოშობაინგლისი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოკლასიკური არაყი,რბილი, სასიამოვნო ალკ. შემცველობა40% მოცულობა0.5"
არაყი Finlandia - 0.7L,"36,90 ₾","ბრენდიFinlandia წარმოშობაფინეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემომშრალი,გამჭირვალე,,მშვიდი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Finlandia - 0.7L,"36,90 ₾","ბრენდიFinlandia წარმოშობაფინეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემომშრალი,გამჭირვალე,,მშვიდი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Stolichnaya - 0.5L,"25,20 ₾",ბრენდიStolichnaya წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოციტრუსები ალკ. შემცველობა40% მოცულობა0.5
არაყი Stolichnaya - 0.5L,"25,20 ₾",ბრენდიStolichnaya წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოციტრუსები ალკ. შემცველობა40% მოცულობა0.5
"Danzka, ციტრუსის არაყი 1L","42,90 ₾",ბრენდიDanzka წარმოშობადანია ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიციტრუსი გემოდაბალანსებული ციტრუსი ალკ. შემცველობა40% მოცულობა1
"Danzka, ციტრუსის არაყი 1L","42,90 ₾",ბრენდიDanzka წარმოშობადანია ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიციტრუსი გემოდაბალანსებული ციტრუსი ალკ. შემცველობა40% მოცულობა1
არაყი Air - 0.5L,"16,10 ₾",ბრენდიAir წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე ალკ. შემცველობა40% მოცულობა0.5
არაყი Air - 0.5L,"16,10 ₾",ბრენდიAir წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე ალკ. შემცველობა40% მოცულობა0.5
არაყი Nemiroff Original - 0.5L,"13,40 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოხორბალი,თაფლი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Nemiroff Original - 0.5L,"13,40 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოხორბალი,თაფლი ალკ. შემცველობა40% მოცულობა0.5"
"Nemiroff, ხორბლის არაყი - 0.5L","19,10 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოდელიკატური, ხორბალი ალკ. შემცველობა40% მოცულობა0.5"
"Nemiroff, ხორბლის არაყი - 0.5L","19,10 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოდელიკატური, ხორბალი ალკ. შემცველობა40% მოცულობა0.5"
"Finlandia, გრეიფრუტის არაყი - 0.7L","34,90 ₾",ბრენდიFinlandia წარმოშობაფინეთი ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიციტრუსი გემოახლად გამოწურული გრეიპფრუტი ალკ. შემცველობა40% მოცულობა0.7
"Finlandia, გრეიფრუტის არაყი - 0.7L","34,90 ₾",ბრენდიFinlandia წარმოშობაფინეთი ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიციტრუსი გემოახლად გამოწურული გრეიპფრუტი ალკ. შემცველობა40% მოცულობა0.7
არაყი Medoff Original - 0.5L,"14,30 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Medoff Original - 0.5L,"14,30 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.5"
"არაყი Smirnoff, წითელი - 0.75L","34,90 ₾","ბრენდიSmirnoff წარმოშობაინგლისი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოკლასიკური არაყი,რბილი, სასიამოვნო ალკ. შემცველობა40% მოცულობა0.75"
"არაყი Smirnoff, წითელი - 0.75L","34,90 ₾","ბრენდიSmirnoff წარმოშობაინგლისი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოკლასიკური არაყი,რბილი, სასიამოვნო ალკ. შემცველობა40% მოცულობა0.75"
"Nemiroff, თაფლის და წიწაკის არაყი - 1L","27,30 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე გემოთაფლი,წიწაკა ალკ. შემცველობა40% მოცულობა1"
"Nemiroff, თაფლის და წიწაკის არაყი - 1L","27,30 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე გემოთაფლი,წიწაკა ალკ. შემცველობა40% მოცულობა1"
"Finlandia, შავი მოცხარის არაყი - 0.5L","28,50 ₾","ბრენდიFinlandia წარმოშობაფინეთი ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიკენკროვანი ხილი გემოწიწაკა, შავი მოცხარი ალკ. შემცველობა37.5% მოცულობა0.5"
"Finlandia, შავი მოცხარის არაყი - 0.5L","28,50 ₾","ბრენდიFinlandia წარმოშობაფინეთი ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიკენკროვანი ხილი გემოწიწაკა, შავი მოცხარი ალკ. შემცველობა37.5% მოცულობა0.5"
არაყი Beluga Noble - 0.05L,"15,00 ₾","ბრენდიBeluga წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატირბილი, ხავერდოვანი გემორბილი, ხავერდოვანი ალკ. შემცველობა40% მოცულობა0.05"
არაყი Beluga Noble - 0.05L,"15,00 ₾","ბრენდიBeluga წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატირბილი, ხავერდოვანი გემორბილი, ხავერდოვანი ალკ. შემცველობა40% მოცულობა0.05"
"Absolut, მანდარინის არაყი - 0.7L","40,90 ₾","ბრენდიAbsolut წარმოშობაშვედეთი ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიციტრუსი გემომანდარინი,ფორთოხალი ალკ. შემცველობა40% მოცულობა0.7"
"Absolut, მანდარინის არაყი - 0.7L","40,90 ₾","ბრენდიAbsolut წარმოშობაშვედეთი ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატიციტრუსი გემომანდარინი,ფორთოხალი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Absolut Blue - 0.05L,"6,00 ₾","ბრენდიAbsolut წარმოშობაშვედეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოდელიკატური, მარცვლეული, სხვადასხვა ჩირი ალკ. შემცველობა40% მოცულობა0.05"
არაყი Absolut Blue - 0.05L,"6,00 ₾","ბრენდიAbsolut წარმოშობაშვედეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოდელიკატური, მარცვლეული, სხვადასხვა ჩირი ალკ. შემცველობა40% მოცულობა0.05"
არაყი Zubrowka Biala - 1L,"24,90 ₾",ბრენდიZubrowka წარმოშობაპოლონეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიბალახეული გემომსუბქი ალკ. შემცველობა40% მოცულობა1
არაყი Zubrowka Biala - 1L,"24,90 ₾",ბრენდიZubrowka წარმოშობაპოლონეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიბალახეული გემომსუბქი ალკ. შემცველობა40% მოცულობა1
არაყი Khortytsa Classic - 1L,"32,30 ₾",ბრენდიKhortytsa წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატისუფთა გემომსუბუქი ალკ. შემცველობა40% მოცულობა1
არაყი Khortytsa Classic - 1L,"32,30 ₾",ბრენდიKhortytsa წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატისუფთა გემომსუბუქი ალკ. შემცველობა40% მოცულობა1
არაყი Medoff Winter - 0.5L,"16,20 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Medoff Winter - 0.5L,"16,20 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Medoff Classic - 0.7L,"18,40 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Medoff Classic - 0.7L,"18,40 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Zelionaya Marka - 0.5L,"11,90 ₾","ბრენდიZelionaya Marka წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატითეთრი პური, ანისი გემომოტკბო, მარცვლეული ალკ. შემცველობა40% მოცულობა0.5"
არაყი Zelionaya Marka - 0.5L,"11,90 ₾","ბრენდიZelionaya Marka წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატითეთრი პური, ანისი გემომოტკბო, მარცვლეული ალკ. შემცველობა40% მოცულობა0.5"
არაყი Nemiroff Delikat - 0.7L,"25,40 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოხორბალი,ჯანჯაფილი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Nemiroff Delikat - 0.7L,"25,40 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოხორბალი,ჯანჯაფილი ალკ. შემცველობა40% მოცულობა0.7"
"რახი, Yeni Raki - 1L","75,90 ₾","ბრენდიYeni Raki წარმოშობათურქეთი ტექნოლოგიარახი ფერიგამჭვირვალე არომატიანისი გემოანისი, ყურძენი ალკ. შემცველობა45% მოცულობა1"
"რახი, Yeni Raki - 1L","75,90 ₾","ბრენდიYeni Raki წარმოშობათურქეთი ტექნოლოგიარახი ფერიგამჭვირვალე არომატიანისი გემოანისი, ყურძენი ალკ. შემცველობა45% მოცულობა1"
"Nemiroff De Luxe, თაფლის და წიწაკის არაყი - 1L","45,10 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატითაფლი, წიწაკა გემოთაფლი,წიწაკა ალკ. შემცველობა40% მოცულობა1"
"Nemiroff De Luxe, თაფლის და წიწაკის არაყი - 1L","45,10 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატითაფლი, წიწაკა გემოთაფლი,წიწაკა ალკ. შემცველობა40% მოცულობა1"
არაყი Nemiroff De Luxe - 0.7L,"29,90 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიყვავილოვანი, ხორბალი გემოყვავილოვანი, ხორბალი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Nemiroff De Luxe - 0.7L,"29,90 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიყვავილოვანი, ხორბალი გემოყვავილოვანი, ხორბალი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Medoff Classic - 1L,"28,80 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა1"
არაყი Medoff Classic - 1L,"28,80 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა1"
"Nemiroff De Luxe, თაფლის და წიწაკის არაყი - 0.7L","32,40 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატითაფლი, წიწაკა გემოთაფლი,წიწაკა ალკ. შემცველობა40% მოცულობა0.7"
"Nemiroff De Luxe, თაფლის და წიწაკის არაყი - 0.7L","32,40 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე არომატითაფლი, წიწაკა გემოთაფლი,წიწაკა ალკ. შემცველობა40% მოცულობა0.7"
არაყი Tito's - 0.5L,"34,50 ₾","ბრენდიTito's წარმოშობაამერიკა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიდაბალანსებული გემორბილი, დაბალანსებული ალკ. შემცველობა40% მოცულობა0.5"
არაყი Tito's - 0.5L,"34,50 ₾","ბრენდიTito's წარმოშობაამერიკა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიდაბალანსებული გემორბილი, დაბალანსებული ალკ. შემცველობა40% მოცულობა0.5"
არაყი Stolichnaya - 1L,"35,90 ₾",ბრენდიStolichnaya წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოციტრუსები ალკ. შემცველობა40% მოცულობა1
არაყი Stolichnaya - 1L,"35,90 ₾",ბრენდიStolichnaya წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოციტრუსები ალკ. შემცველობა40% მოცულობა1
არაყი Medoff Winter - 1L,"28,80 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა1"
არაყი Medoff Winter - 1L,"28,80 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა1"
არაყი Finlandia - 0.05L,"6,00 ₾","ბრენდიFinlandia წარმოშობაფინეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემომშრალი,გამჭირვალე,,მშვიდი ალკ. შემცველობა40% მოცულობა0.05"
არაყი Finlandia - 0.05L,"6,00 ₾","ბრენდიFinlandia წარმოშობაფინეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემომშრალი,გამჭირვალე,,მშვიდი ალკ. შემცველობა40% მოცულობა0.05"
არაყი Khortytsa Ice - 0.5L,"20,70 ₾",ბრენდიKhortytsa წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიმსუბუქი პიტნა გემოგამაგრილებელი ალკ. შემცველობა40% მოცულობა0.5
არაყი Khortytsa Ice - 0.5L,"20,70 ₾",ბრენდიKhortytsa წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიმსუბუქი პიტნა გემოგამაგრილებელი ალკ. შემცველობა40% მოცულობა0.5
"Nemiroff, თაფლის და წიწაკის არაყი - 0.5L","15,40 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე გემოთაფლი,წიწაკა ალკ. შემცველობა40% მოცულობა0.5"
"Nemiroff, თაფლის და წიწაკის არაყი - 0.5L","15,40 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაარომატული არაყი ფერიგამჭვირვალე გემოთაფლი,წიწაკა ალკ. შემცველობა40% მოცულობა0.5"
არაყი Nemiroff Delikat - 1L,"34,70 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოხორბალი,ჯანჯაფილი ალკ. შემცველობა40% მოცულობა1"
არაყი Nemiroff Delikat - 1L,"34,70 ₾","ბრენდიNemiroff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოხორბალი,ჯანჯაფილი ალკ. შემცველობა40% მოცულობა1"
არაყი Celsius lux - 1L,"35,00 ₾",ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიალუქსი ფერიგამჭვირვალე არომატიჰარმონიული გემოდაბალანსებული ალკ. შემცველობა40% მოცულობა1
არაყი Celsius lux - 1L,"35,00 ₾",ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიალუქსი ფერიგამჭვირვალე არომატიჰარმონიული გემოდაბალანსებული ალკ. შემცველობა40% მოცულობა1
არაყი Celsius Original - 0.7L,"29,40 ₾","ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატისუფთა გემომსუბუქი, ხავერდოვანი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Celsius Original - 0.7L,"29,40 ₾","ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატისუფთა გემომსუბუქი, ხავერდოვანი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Medoff Royal - 1L,"30,60 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა1"
არაყი Medoff Royal - 1L,"30,60 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა1"
არაყი Medoff Royal - 0.5L,"16,80 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Medoff Royal - 0.5L,"16,80 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Zelionaya Marka - 1L,"29,10 ₾","ბრენდიZelionaya Marka წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატითეთრი პური, ანისი გემომოტკბო, მარცვლეული ალკ. შემცველობა40% მოცულობა1"
არაყი Zelionaya Marka - 1L,"29,10 ₾","ბრენდიZelionaya Marka წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატითეთრი პური, ანისი გემომოტკბო, მარცვლეული ალკ. შემცველობა40% მოცულობა1"
არაყი Staritsky & Levitsky - 0.7L,"64,90 ₾","ბრენდიStaritsky & Levitsky წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემოჭვავის პური, ოდნავ ცხარე, დაბალანსებული ალკ. შემცველობა40% მოცულობა0.7"
არაყი Staritsky & Levitsky - 0.7L,"64,90 ₾","ბრენდიStaritsky & Levitsky წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემოჭვავის პური, ოდნავ ცხარე, დაბალანსებული ალკ. შემცველობა40% მოცულობა0.7"
არაყი Celsius Original - 0.5L,"21,70 ₾","ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატისუფთა გემომსუბუქი, ხავერდოვანი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Celsius Original - 0.5L,"21,70 ₾","ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატისუფთა გემომსუბუქი, ხავერდოვანი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Celsius Lux - 0.5L,"21,70 ₾",ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიჰარმონიული გემოდაბალანსებული ალკ. შემცველობა40% მოცულობა0.5
არაყი Celsius Lux - 0.5L,"21,70 ₾",ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიჰარმონიული გემოდაბალანსებული ალკ. შემცველობა40% მოცულობა0.5
არაყი Moskovskaya - 1L,"33,60 ₾","ბრენდიMoskovskaya წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემორბილი, პიტნა, ანისი, თეთრი წიწაკა ალკ. შემცველობა40% მოცულობა1"
არაყი Moskovskaya - 1L,"33,60 ₾","ბრენდიMoskovskaya წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემორბილი, პიტნა, ანისი, თეთრი წიწაკა ალკ. შემცველობა40% მოცულობა1"
არაყი Celsius Classic - 0.7L,"29,40 ₾","ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატისუფთა გემომსუბუქი, ხავერდოვანი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Celsius Classic - 0.7L,"29,40 ₾","ბრენდიCelsius წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატისუფთა გემომსუბუქი, ხავერდოვანი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Stoli - 0.5L,"21,50 ₾",ბრენდიStoli წარმოშობალატვია ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოციტრუსები ალკ. შემცველობა40% მოცულობა0.5
არაყი Stoli - 0.5L,"21,50 ₾",ბრენდიStoli წარმოშობალატვია ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოციტრუსები ალკ. შემცველობა40% მოცულობა0.5
არაყი Russian Standard Original - 1L,"44,10 ₾","ბრენდიRussian Standard წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოკლასიკური არაყი,რბილი, სასიამოვნო ალკ. შემცველობა40% მოცულობა1"
არაყი Russian Standard Original - 1L,"44,10 ₾","ბრენდიRussian Standard წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე გემოკლასიკური არაყი,რბილი, სასიამოვნო ალკ. შემცველობა40% მოცულობა1"
არაყი Danzka - 1.75L,"99,00 ₾","ბრენდიDanzka წარმოშობადანია ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიდელიკატური,მდიდარი გემოდელიკატური,მდიდარი ალკ. შემცველობა40% მოცულობა1.75"
არაყი Danzka - 1.75L,"99,00 ₾","ბრენდიDanzka წარმოშობადანია ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიდელიკატური,მდიდარი გემოდელიკატური,მდიდარი ალკ. შემცველობა40% მოცულობა1.75"
არაყი Medoff Original - 0.7L,"22,80 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Medoff Original - 0.7L,"22,80 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.7"
არაყი Medoff Classic - 0.5L,"16,20 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Medoff Classic - 0.5L,"16,20 ₾","ბრენდიMedoff წარმოშობაუკრაინა ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიცოცხალი გემორბილი, თაფლი ალკ. შემცველობა40% მოცულობა0.5"
არაყი Talka - 0.7L,"20,60 ₾",ბრენდიTalka წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიინტენსიური გემოციმბირული სხვადასხვა მცენარე ალკ. შემცველობა40% მოცულობა0.7
არაყი Talka - 0.7L,"20,60 ₾",ბრენდიTalka წარმოშობარუსეთი ტექნოლოგიაკლასიკური არაყი ფერიგამჭვირვალე არომატიინტენსიური გემოციმბირული სხვადასხვა მცენარე ალკ. შემცველობა40% მოცულობა0.7
